,stdTT,maxTT,stdWfs,maxWfs,encircledArea
0,0.8886381511498288,2.7167566439700113,0.0023654791882654624,0.018447813996084417,50.28928850664581
1,0.8791476812468432,2.5861084453354595,0.016274139477662153,0.052601970087186145,55.54339327599687
2,4.452533800529529,8.675302604850282,0.08547557638290187,0.12328447428768596,57.29476153244722
3,6.0318920108893606,20.45111426271037,0.01050288548487055,0.02061404652551746,82.06411258795934
4,3.1335457446402133,6.896566023089118,0.02902684690912949,0.06197328999573781,53.29163408913213
5,8.94075516221702,28.43988222762245,0.035908672945650255,0.0728076201351493,126.8491008600469
6,1.12728830136663,2.471246379780796,0.0509875475636708,0.11339344318613753,52.040656763096166
7,1.9346244825295096,2.9723068271645925,0.04299052639979817,0.17099092292945606,50.28928850664581
8,0.8410906255972708,4.209164677624273,0.026089994519362503,0.051739858035598996,62.54886630179828
9,6.130274618755238,15.435396040141692,0.059797613208872114,0.09584641261533056,90.07036747458952
10,1.0131793149498776,1.6276689450128536,0.03427637848669174,0.08091450193442151,50.03909304143862
11,0.9357221454502871,3.7948562251431945,0.005439109980757473,0.09081234612610634,50.28928850664581
12,1.4414866571680947,3.3929245812340634,0.03607043867165177,0.10596154217129916,53.54182955433932
13,1.1867473400837432,3.219275554181572,0.0016503251260742147,0.08106186405637705,50.53948397185301
14,2.0178364618026965,3.5701498389342823,0.05311834829926593,0.15430401562274998,47.2869429241595
15,1.6540675813932113,2.9551304297300747,0.038856178921950535,0.046563935577052074,62.54886630179828
16,0.9752076907013071,1.784871343177597,0.03458348106776854,0.12004972920143564,47.2869429241595
17,2.836791369165065,4.016569936564825,0.009701090679670399,0.07240084539073166,51.290070367474584
18,0.2811812963332654,1.2235998216947594,0.03045378741409338,0.11895896546766105,48.03752931978107
19,0.704315866465905,4.496692480899777,0.002911863029555928,0.011127484064344495,49.038311180609846
20,5.5430770735558115,15.04543628941873,0.03944206976683795,0.06326116049190988,88.06880375293197
21,4.533795854021112,19.09113838152176,0.06914603293607513,0.09944830879198674,86.5676309616888
22,2.091793731596806,5.026771692500034,0.06553944177147181,0.12804492054093053,48.53792025019546
23,0.6411205691413884,2.026501699993583,0.003176507295666986,0.07158476579271122,54.04222048475371
24,1.8826039958808256,2.6473109078725496,0.008425450946822122,0.0814473159345841,54.79280688037529
25,1.969710692474452,2.9664670841869984,0.014186212900078599,0.18714590376649998,54.79280688037529
26,3.4312795415626525,6.717805959054019,0.02522169861749568,0.1414900094295255,57.79515246286161
27,6.2966429837230065,16.409413473083948,0.04301621048593712,0.08300907099421395,82.06411258795934
28,0.41564290193239495,2.460833329066965,0.05178250844201954,0.12388967004720686,55.29319781078968
29,1.8128065788079515,3.690195282654363,0.08704436352761924,0.14332139195035232,47.53713838936669
30,4.9686767257417905,21.860634468098883,0.05207159162785602,0.13880960387430108,99.57779515246285
31,2.1457962517944855,4.46182370079629,0.0908946289302145,0.11715969794451464,55.04300234558248
