,stdTT,meanWfs,stfWfs,instStrehl,longStrehl,encircledArea
0.0,1.9625777582632655,0.26365892538971647,0.21284488060651585,0.9835648375749588,0.04010753865145894,39.78107896794371
34.48275862068966,1.7823288328632052,0.4749446089864125,0.4749446089864125,0.9839619889855384,0.04634130503235537,38.02971071149335
68.96551724137932,1.7208922897151568,0.43986889413099106,0.00416165731034579,0.9837961661815643,0.040402747790821876,39.280688037529316
103.44827586206898,1.6532225271781609,0.45068916713790336,0.02582310415278083,0.9837487318366765,0.03741998543524322,38.530101641907734
137.93103448275863,1.765804673234001,0.44374934865199955,0.018415738411754257,0.9832735712081194,0.04169399059745676,39.78107896794371
172.41379310344828,1.7358774620870399,0.47217866974299094,0.47217866974299094,0.9839553308486938,0.03850080288104936,39.53088350273651
206.89655172413796,1.8624038744642144,0.416926923562411,0.416926923562411,0.9833926652371884,0.025042700065551395,41.03205629397967
241.37931034482762,1.8088942343975902,0.2887950919406735,0.2887950919406735,0.9833202646672725,0.034634050404175845,41.03205629397967
275.86206896551727,1.7350930017815822,0.3219867877326516,0.3219867877326516,0.9834448055922985,0.034843159892018194,38.530101641907734
310.3448275862069,1.785185981854381,0.27993467087344653,0.184310150759255,0.9838114204257726,0.030532908407445106,40.28146989835809
344.82758620689657,1.8060850248042835,0.4558232357025978,0.012121696106857371,0.9833994597196579,0.028975051966625268,40.0312744331509
379.3103448275862,1.6284375831897286,0.4514870406863133,0.011665607417815749,0.9830680850893259,0.032573409408085646,40.78186082877247
413.79310344827593,1.850551295931729,0.2638377566290567,0.20890127811608777,0.9834407756477594,0.03492321743624319,39.78107896794371
448.2758620689656,1.8276651165333668,0.4069418847141978,0.029697757923105805,0.9829884491860866,0.0319712846442467,41.03205629397967
482.75862068965523,1.626996446130622,0.42154436912318566,0.06162426830330586,0.9836052538454533,0.03323174136722084,42.03283815480844
517.2413793103449,1.8979733967931507,0.4491867289182303,0.4491867289182303,0.9833923451602459,0.028934609839130244,43.5340109460516
551.7241379310345,1.6669966421618463,0.4536563556966606,0.028745490360857662,0.9836272051930428,0.025266092590505863,43.78420641125879
586.2068965517242,1.8489533324822487,0.4574613661083235,0.4574613661083235,0.9831439440697431,0.02920624133074274,44.534792806880375
620.6896551724138,2.03786965498354,0.4801246855211286,0.4801246855211286,0.9826129376143217,0.034963720050368005,45.03518373729476
655.1724137931035,1.8262119088606636,0.32618090695363977,0.15168330130025143,0.9834249353408814,0.028316465538474913,45.53557466770914
689.6551724137931,1.7642993388411459,0.4432496694299398,0.4432496694299398,0.9833481922745705,0.023759740038295958,45.28537920250195
724.1379310344828,1.7885522552445705,0.23654939809979625,0.23654939809979625,0.9835820989310742,0.024732476770082074,45.78577013291634
758.6206896551724,2.0109337677928663,0.4462572013103093,0.4462572013103093,0.9831300333887338,0.02667285018957727,45.03518373729476
793.1034482758621,2.0493331816034046,0.4852075360441052,0.008050337398934182,0.98284334205091,0.025651498654978108,48.03752931978107
827.5862068965519,1.944134641948772,0.45803670491789866,0.45803670491789866,0.9823632489144802,0.020982375648172354,48.53792025019546
862.0689655172415,2.1120537439754035,0.4737029946349586,0.4737029946349586,0.9820885958522558,0.021316256756008768,49.538702111024236
896.5517241379312,1.852955734851737,0.4717142242308441,0.004119730733849969,0.9825355141609907,0.024330869482543573,49.78889757623143
931.0344827586208,1.82582182204541,0.44442777760970686,0.005579047245349855,0.9830145638436079,0.02512434106225184,52.29085222830336
965.5172413793105,1.9071807527848057,0.3384918707798327,0.3384918707798327,0.9824258442223072,0.020761475024296653,53.29163408913213
1000.0,1.9045861519921874,0.4785261651301528,0.001747077365751859,0.9828544060140848,0.0197862298365741,52.79124315871775
