,stdTT,stfWfs,instStrehl,longStrehl,encircledArea
0.0,0.009386681591315279,0.0010127818856901505,0.9998102540969849,0.999810272798982,6.505082095387021
17.24137931034483,0.058802529107581734,0.02611276322743805,0.9968540525436401,0.9852095831489901,6.505082095387021
34.48275862068966,0.11873394088545988,0.00484541815828754,0.9964555326700211,0.9417808966709973,6.755277560594214
51.72413793103449,0.17273743257113988,0.12105875000862454,0.996214020371437,0.8793665764085069,7.005473025801407
68.96551724137932,0.21384508685129697,0.054409041876770536,0.99667491543293,0.8136012169677334,7.2556684910086
86.20689655172414,0.27582198057252766,0.0957249909568344,0.9960135093927384,0.7184840246054958,7.505863956215793
103.44827586206898,0.3124636792391191,0.161299111778,0.9954698499441147,0.6558567487797373,8.00625488663018
120.68965517241381,0.36795261792362116,0.2160854174308699,0.9949951382875443,0.5783090747240334,8.506645817044566
137.93103448275863,0.39365571004819194,0.049039858995115204,0.9941918871402741,0.5205549638205698,9.007036747458951
155.17241379310346,0.40549340018941493,0.4249724609477048,0.9943310265541077,0.48447410053386386,9.757623143080531
172.41379310344828,0.45795037858619864,0.05383984142607234,0.9932694698572159,0.40716384374131176,10.758405003909303
189.6551724137931,0.46923063319301267,0.26348536628103064,0.9937666221857071,0.39301940075314595,11.25879593432369
206.89655172413796,0.501100341370278,0.03300790331727521,0.9931995131969452,0.3568181186981046,11.759186864738076
224.1379310344828,0.5392306912681131,0.2525377623453199,0.9924335392713547,0.2839703901495194,12.759968725566848
241.37931034482762,0.5729089598985458,0.0867824203951239,0.9918681606054306,0.25150846044496394,13.260359655981235
258.62068965517244,0.6072543114607317,0.09108932056402319,0.9918782843351364,0.2360019950775522,13.510555121188428
275.86206896551727,0.6265356564172203,0.28346436750478854,0.9910334231853485,0.21588632194349175,14.261141516810007
293.1034482758621,0.6217983321746604,0.0004733136291743545,0.9909248327016831,0.20350154892643288,14.761532447224393
310.3448275862069,0.6918238783374813,0.08303532961205107,0.9905076304674149,0.19809256781580073,14.761532447224393
327.58620689655174,0.7053218768233196,0.0008526825555701389,0.9900023336410523,0.16559226231839355,15.762314308053165
344.82758620689657,0.7133899138624539,0.03765426549084372,0.9897227530479431,0.15580770559135515,16.763096168881937
362.0689655172414,0.704446132738612,0.00250016257510427,0.9898743716478348,0.1456336905054707,16.26270523846755
379.3103448275862,0.7432087731881791,0.321353430109306,0.9897824460268021,0.16449031783174592,16.763096168881937
396.55172413793105,0.8039248203658574,0.42899977543298123,0.988726958990097,0.1317317992073705,17.76387802971071
413.79310344827593,0.7376419516956573,0.2779054090299851,0.9887404599189759,0.12754112724241173,18.264268960125097
431.03448275862075,0.8088224560591957,0.45210026658632674,0.9891797432899475,0.12982622032237043,18.764659890539484
448.2758620689656,0.8341718746610969,0.33101367831306633,0.9885301834344864,0.11305421822482825,19.765441751368254
465.5172413793104,0.7395138016685301,0.38052285436487254,0.9880081069469452,0.1101352122153758,20.516028146989836
482.75862068965523,0.8799867297784976,0.22756408799229538,0.9876202982664108,0.1039525886609735,21.7670054730258
500.0,0.8715177794225757,0.11114016869930893,0.9875813422203064,0.08887925227957699,22.267396403440188
