,stdTT,stfWfs,instStrehl,longStrehl,encircledArea
0.1,0.18949312085106926,0.0012178487899200952,0.9991148819242205,0.9980947554397186,6.505082095387021
3.544827586206897,0.4166847038175662,0.00029123330018271387,0.9968206673009055,0.8995290453720411,7.005473025801407
6.989655172413793,0.38709893087345815,0.0527367809177659,0.9957252672740391,0.8266284627272054,7.2556684910086
10.43448275862069,0.35809848706271735,0.014521281792867047,0.9952245710577283,0.7714405795414894,7.505863956215793
13.879310344827587,0.3349725964600317,0.12008143529275384,0.9957394891125815,0.7378356893239824,7.505863956215793
17.324137931034485,0.32664958585294274,0.060786520493217755,0.9955706761564527,0.6567288802357135,8.00625488663018
20.768965517241384,0.30447299519321763,0.2946072916141214,0.9956384004865374,0.6700286824925424,7.756059421422986
24.21379310344828,0.2958187099529004,0.09706408199770322,0.9956382635661534,0.664285648827526,8.00625488663018
27.658620689655177,0.303902097312071,0.033784866870635644,0.9951539984771184,0.6852827030610333,7.756059421422986
31.103448275862075,0.3150232057756827,0.33394419656325763,0.9949469368798393,0.654284134570436,8.00625488663018
34.54827586206897,0.28896102506773264,0.06238825976219148,0.9954631689616612,0.6886321789819121,7.756059421422986
37.99310344827587,0.30732382126625496,0.08187915475177343,0.9949982118606567,0.6793142448555369,7.756059421422986
41.437931034482766,0.30108330513662507,0.0014330367174847924,0.9962131558145796,0.6764399488180989,7.756059421422986
44.882758620689664,0.3037898804179696,0.245031314417738,0.9953233129637582,0.6914801325032179,7.756059421422986
48.327586206896555,0.29544152241450905,0.08113335839537578,0.9952316716739109,0.6811769687181566,7.756059421422986
51.77241379310345,0.2920067809032274,0.11925952865330508,0.9958775741713387,0.6694805164036528,7.756059421422986
55.21724137931035,0.29151893567572656,0.14116158698818365,0.9960786659376962,0.6665923521174367,8.00625488663018
58.66206896551725,0.3144160194585604,0.20565327763705277,0.9954956977707999,0.6857985882126306,7.756059421422986
62.10689655172415,0.3099607068507435,0.09328255652603779,0.9960569374901908,0.664550356588288,8.00625488663018
65.55172413793103,0.3149859970314917,0.01660680095145256,0.9954087558814457,0.6711829594727569,7.756059421422986
68.99655172413793,0.2971286442059083,0.10580277645455,0.9954764441081456,0.6734574027244579,7.756059421422986
72.44137931034483,0.3187149864360921,0.17420945649702307,0.9958109286853245,0.6485510015549731,8.00625488663018
75.88620689655173,0.29352852498251025,0.21743723541984966,0.9958998196465628,0.681839499573238,7.756059421422986
79.33103448275862,0.3062769839116815,0.04227686084665,0.9956088977200644,0.6732334128927884,7.756059421422986
82.77586206896552,0.306769240422675,0.09637412923944122,0.9950899136066437,0.6670436772705265,7.756059421422986
86.22068965517242,0.3148394242896361,0.1949722286865309,0.9960505867004394,0.6565377430363348,8.00625488663018
89.66551724137932,0.30895740584287706,0.2280189926948628,0.9953086050919124,0.6817298960296224,7.756059421422986
93.1103448275862,0.30448942877697993,0.02017439327237225,0.9955614342008319,0.6824191385365594,7.756059421422986
96.5551724137931,0.3114258846493749,0.26875978746494567,0.9947240952083043,0.6614014337774458,8.00625488663018
100.0,0.31330812345462034,0.08412186475140404,0.9954657668726785,0.6611145582810524,8.00625488663018
