,stdTT,maxTT,stdWfs,maxWfs,instStrehl,longStrehl,encircledArea
0.0,0.009358836247093022,0.016780236063917153,0.0012178487899200952,0.0012746844426170245,0.9998150971957616,0.9998151204015944,6.505082095387021
21.428571428571427,1.139428749282431,2.803743299999255,0.05740836657535853,0.09124822315280812,0.9905596549170358,0.9782260280146479,6.505082095387021
42.857142857142854,2.642173796520473,6.616912583097822,0.1595052717724546,0.22910076913106203,0.9847131022385188,0.9290653192507822,6.755277560594214
64.28571428571428,3.6815809012635916,10.119348417298616,0.06788821001542245,0.13496964576961779,0.9847945012365069,0.8597663913244921,7.005473025801407
85.71428571428571,3.965350144481222,9.2103070865807,0.1576836098469152,0.17482550469343938,0.9838345696244921,0.7797451219271868,7.2556684910086
107.14285714285714,4.373731911609358,10.875294021962796,0.1643086625366444,0.19690189549256676,0.984686884709767,0.6705844736169423,8.00625488663018
128.57142857142856,8.705734087832726,18.98850051304069,0.2487040905270494,0.40643563512312075,0.9829696244852884,0.6066120090662785,8.256450351837373
150.0,6.235915009384319,23.448963950806906,0.007381729383692581,0.19410616806902048,0.9826083149228777,0.5114632278859735,9.757623143080531
171.42857142857142,7.360381966258268,21.299273555884824,0.025518757659108438,0.04266212153880844,0.9817990699836187,0.46216317354592035,10.50820953870211
192.85714285714283,11.547034810954903,33.360638642968254,0.29724553499723855,0.4209677679480547,0.9817127122197833,0.3401518601052038,12.509773260359655
214.28571428571428,11.786149083542895,26.34396266836134,0.1543352656834086,0.40232739973204745,0.9817758095264435,0.29041786917337065,13.76075058639562
235.7142857142857,7.851066402451527,27.112205690227334,0.23865212837136307,0.39098646461017805,0.9814592909812927,0.20335507895168053,16.26270523846755
257.1428571428571,7.7334835315993065,37.53638292429327,0.40258861922011163,0.41284158282408345,0.9811829229763576,0.16236799771254182,16.512900703674745
278.57142857142856,8.898977385502052,30.106766232959217,0.4506612530883269,0.49445533599719826,0.9807624755586897,0.14808890552731574,17.76387802971071
300.0,13.204988952011083,37.61195430431093,0.0002785147603451277,0.3966226991443139,0.9815546110698155,0.12710946004835413,108.58483189992181
